,brewery_id,brewery_name,review_time,review_overall,review_aroma,review_appearance,review_profilename,beer_style,review_palate,review_taste,beer_name,beer_abv,beer_beerid
1044689,257,Steel Brewing Company,1111818949,2.0,2.0,3.5,Ricochet,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044690,257,Steel Brewing Company,1317413995,4.5,4.5,4.5,Emerson1310,American Malt Liquor,4.5,4.5,Steel Reserve 211 (High Gravity),8.1,718
1044691,257,Steel Brewing Company,1315711569,2.0,2.0,4.5,ehammond1,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044692,257,Steel Brewing Company,1313886867,4.0,2.0,4.0,DrainBamage,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044693,257,Steel Brewing Company,1313796340,2.0,2.0,3.0,ditmier,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044694,257,Steel Brewing Company,1313113518,3.0,2.5,3.0,tko741,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044695,257,Steel Brewing Company,1312683631,1.5,2.0,2.5,ChrisCage,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044696,257,Steel Brewing Company,1312512668,3.0,2.5,2.5,McCutheon,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044697,257,Steel Brewing Company,1061211411,1.5,2.0,2.5,clvand0,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044698,257,Steel Brewing Company,1311300084,3.0,3.5,4.0,drabmuh,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044699,257,Steel Brewing Company,1110064632,2.0,1.5,3.0,KoG,American Malt Liquor,2.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044700,257,Steel Brewing Company,1109210068,3.5,2.5,2.5,aracauna,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044701,257,Steel Brewing Company,1107076826,4.0,4.0,3.0,RushLimbmalt,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044702,257,Steel Brewing Company,1107062937,2.5,1.0,3.0,Furiousd,American Malt Liquor,2.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044703,257,Steel Brewing Company,1104287534,3.5,2.5,3.0,Gagnonsux,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044704,257,Steel Brewing Company,1101937291,4.0,2.0,2.5,iheartsheafstout,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044705,257,Steel Brewing Company,1101528255,2.0,1.5,2.5,iheartsheafstout,American Malt Liquor,3.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044706,257,Steel Brewing Company,1100919433,4.0,2.5,3.5,assurbanipaul,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044707,257,Steel Brewing Company,1100742962,3.0,2.0,3.0,beerluvr,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044708,257,Steel Brewing Company,1099624728,3.0,2.0,4.0,KroMagnon,American Malt Liquor,3.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044709,257,Steel Brewing Company,1098560178,1.0,1.5,3.5,CBFanWish,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044710,257,Steel Brewing Company,1098404558,3.0,3.0,2.5,Maestro,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044711,257,Steel Brewing Company,1096672082,2.5,2.5,3.0,DFN,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044712,257,Steel Brewing Company,1095384665,1.5,2.0,1.5,Backer2004,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044713,257,Steel Brewing Company,1095115983,3.0,2.5,3.0,FormatKid,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044714,257,Steel Brewing Company,1060298448,3.0,2.0,1.0,granger10,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044715,257,Steel Brewing Company,1094773559,4.0,3.5,3.0,jlervine,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044716,257,Steel Brewing Company,1094514404,2.5,3.0,3.5,mollard,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044717,257,Steel Brewing Company,1094353344,3.0,2.0,2.0,mobyfann,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044718,257,Steel Brewing Company,1094053372,1.5,2.5,2.5,brewdlyhooked13,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044719,257,Steel Brewing Company,1093644222,4.0,2.0,3.0,dren,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044720,257,Steel Brewing Company,1092781667,2.5,2.5,2.5,ADR,American Malt Liquor,2.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044721,257,Steel Brewing Company,1090717107,4.0,2.5,3.0,CSquared,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044722,257,Steel Brewing Company,1090389920,3.5,3.0,2.5,Ninjaworm,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044723,257,Steel Brewing Company,1089230969,3.0,3.0,3.5,WesWes,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044724,257,Steel Brewing Company,1087436392,3.5,4.0,4.0,GCBrewingCo,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044725,257,Steel Brewing Company,1086575926,3.0,3.0,3.0,Reidrover,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044726,257,Steel Brewing Company,1086269107,1.5,1.0,2.0,cptnjck101,American Malt Liquor,1.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044727,257,Steel Brewing Company,1085287907,4.0,4.0,4.0,LarryKemp,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044728,257,Steel Brewing Company,1084246551,1.5,1.5,1.5,RootedFool,American Malt Liquor,1.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044729,257,Steel Brewing Company,1083742614,3.0,1.0,1.5,DESTRO,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044730,257,Steel Brewing Company,1079525776,2.0,2.0,2.5,tommy78,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044731,257,Steel Brewing Company,1079374259,2.5,2.5,3.0,RoyalT,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044732,257,Steel Brewing Company,1078543470,1.5,2.0,3.0,Zorro,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044733,257,Steel Brewing Company,1077070871,3.0,2.0,2.0,beertaster13,American Malt Liquor,2.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044734,257,Steel Brewing Company,1075080360,2.0,3.5,4.0,masterbruewer,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044735,257,Steel Brewing Company,1073887569,2.0,2.0,1.5,ralphw56,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044736,257,Steel Brewing Company,1073245938,1.5,1.5,2.0,TastyTaste,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044737,257,Steel Brewing Company,1073195442,1.0,1.0,1.5,Brent,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044738,257,Steel Brewing Company,1073109245,1.0,1.0,2.0,ithacabaron,American Malt Liquor,4.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044739,257,Steel Brewing Company,1070347781,1.5,1.0,1.0,anchored,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044740,257,Steel Brewing Company,1070346236,4.0,3.0,2.5,maccroz,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044741,257,Steel Brewing Company,1066271560,1.5,1.0,1.0,SetarconeX,American Malt Liquor,3.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044742,257,Steel Brewing Company,1064646696,2.5,2.5,2.0,Rootdog316,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044743,257,Steel Brewing Company,1064228374,2.5,1.5,2.0,Dmann,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044744,257,Steel Brewing Company,1062599298,2.5,1.5,2.5,tar,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044745,257,Steel Brewing Company,1059751328,3.5,1.0,2.5,donutlord,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044746,257,Steel Brewing Company,1058392106,2.5,2.5,3.0,TheDM,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044747,257,Steel Brewing Company,1055636407,4.0,3.0,3.0,Guardian,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044748,257,Steel Brewing Company,1055624233,1.5,2.0,2.0,jsavino,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044749,257,Steel Brewing Company,1054720690,3.5,2.5,2.0,Deliteru,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044750,257,Steel Brewing Company,1052661131,2.0,2.5,2.5,hotstuff,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044751,257,Steel Brewing Company,1052507482,4.0,3.5,4.0,GeoffRizzo,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044752,257,Steel Brewing Company,1050955599,3.0,3.0,3.0,UncleJimbo,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044753,257,Steel Brewing Company,1050607880,2.5,2.0,3.0,fattyre,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044754,257,Steel Brewing Company,1019585170,3.5,3.0,2.0,IrishRedRock,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044755,257,Steel Brewing Company,1019229420,1.0,1.5,2.0,KingSpank,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044757,257,Steel Brewing Company,1048957770,3.0,2.5,2.0,Pegasus,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044758,257,Steel Brewing Company,1047069881,3.0,2.0,3.0,Reidrover,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044759,257,Steel Brewing Company,1046724193,4.5,2.5,3.5,JISurfer,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044760,257,Steel Brewing Company,1046033320,3.5,3.0,3.5,NeroFiddled,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044761,257,Steel Brewing Company,1045825603,1.0,1.0,1.0,bewareOFpenguin,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044762,257,Steel Brewing Company,1035129693,3.0,2.0,2.0,jtw5877,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044763,257,Steel Brewing Company,1026406033,2.0,1.5,2.0,ElGuapo,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044764,257,Steel Brewing Company,1023703816,1.5,1.5,2.0,psugrad98,American Malt Liquor,2.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044765,257,Steel Brewing Company,1020231380,2.5,1.5,2.5,dual1246,American Malt Liquor,2.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044766,257,Steel Brewing Company,1018513299,3.0,2.0,1.5,Tim,American Malt Liquor,2.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044767,257,Steel Brewing Company,1016441286,2.0,2.0,2.5,proc,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044768,257,Steel Brewing Company,1000339844,4.0,3.0,4.0,Jason,American Malt Liquor,3.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044769,257,Steel Brewing Company,1310917131,2.5,1.5,3.5,Bonis,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044770,257,Steel Brewing Company,1308936898,2.0,1.5,2.0,nerow,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044771,257,Steel Brewing Company,1308260371,4.0,3.5,5.0,cpz28,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044772,257,Steel Brewing Company,1307918685,3.0,3.0,4.0,nukem5,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044773,257,Steel Brewing Company,1306202021,2.0,1.5,3.0,Thanby,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044774,257,Steel Brewing Company,1305678825,3.0,2.0,3.0,smakawhat,American Malt Liquor,2.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044775,257,Steel Brewing Company,1305232917,3.5,2.0,3.5,coldmeat23,American Malt Liquor,3.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044776,257,Steel Brewing Company,1303881003,3.0,3.0,3.0,Nerudamann,American Malt Liquor,3.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044777,257,Steel Brewing Company,1303863499,4.0,3.5,3.5,ism,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044778,257,Steel Brewing Company,1303799522,1.0,1.0,1.5,ElCommodoro,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044779,257,Steel Brewing Company,1303776378,3.0,2.5,2.0,superdavex,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044780,257,Steel Brewing Company,1303775022,1.5,1.0,1.0,Beerandraiderfan,American Malt Liquor,1.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044781,257,Steel Brewing Company,1303490016,5.0,3.0,3.0,goldenpeanut,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044782,257,Steel Brewing Company,1302644014,1.0,1.5,3.0,swede96,American Malt Liquor,1.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044783,257,Steel Brewing Company,1301800262,3.5,3.0,4.0,Sheva,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044784,257,Steel Brewing Company,1301458722,2.5,2.0,3.0,BucBasil,American Malt Liquor,3.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044785,257,Steel Brewing Company,1301186739,2.5,2.0,2.5,daliandragon,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044786,257,Steel Brewing Company,1301179500,2.5,1.5,3.0,ColSanders123,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044787,257,Steel Brewing Company,1300848551,1.5,3.0,3.0,9InchNails,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044788,257,Steel Brewing Company,1300598710,3.0,2.0,3.0,WinthrHOPHEAD89,American Malt Liquor,3.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044789,257,Steel Brewing Company,1299820186,2.0,2.0,2.0,Wasatch,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044790,257,Steel Brewing Company,1299578261,2.5,1.0,2.0,Ruffio,American Malt Liquor,1.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044791,257,Steel Brewing Company,1298940651,3.0,2.0,2.5,argounova3,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044792,257,Steel Brewing Company,1298609068,2.5,2.0,3.0,DollarCan,American Malt Liquor,1.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044793,257,Steel Brewing Company,1298014041,4.0,3.5,4.0,Sachsenfreude,American Malt Liquor,4.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044794,257,Steel Brewing Company,1295126824,3.5,3.5,2.5,beerprovedwright,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044795,257,Steel Brewing Company,1294952174,3.5,3.5,2.5,beerprovedwright,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044796,257,Steel Brewing Company,1291687459,2.5,2.0,2.0,LanceW,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044797,257,Steel Brewing Company,1294636097,4.0,2.0,3.0,mattjv,American Malt Liquor,3.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044798,257,Steel Brewing Company,1294632406,1.5,2.5,2.0,alleykatking,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044799,257,Steel Brewing Company,1293996273,1.0,1.5,2.0,hardy008,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044800,257,Steel Brewing Company,1293935219,1.5,2.0,1.5,JayS2629,American Malt Liquor,2.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044801,257,Steel Brewing Company,1293732423,1.5,2.0,2.0,richkrull,American Malt Liquor,2.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044802,257,Steel Brewing Company,1293427325,3.5,4.0,3.5,HalfFull,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044803,257,Steel Brewing Company,1292471284,2.5,2.5,3.5,AustinBeerLvr,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044804,257,Steel Brewing Company,1291782386,2.0,3.0,3.0,BerkeleyBeerMan,American Malt Liquor,2.0,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044805,257,Steel Brewing Company,1291166422,3.0,3.0,3.0,jera1350,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044806,257,Steel Brewing Company,1291164397,3.5,3.0,3.5,BrewMaven,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044807,257,Steel Brewing Company,1290805313,2.0,2.5,3.0,flavorshark,American Malt Liquor,2.5,1.0,Steel Reserve 211 (High Gravity),8.1,718
1044808,257,Steel Brewing Company,1289324569,1.0,3.0,3.5,weizenbob,American Malt Liquor,3.5,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044809,257,Steel Brewing Company,1288787616,1.0,2.0,3.5,HURTemHIZZY,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044810,257,Steel Brewing Company,1288248951,3.0,1.5,1.5,SDtastentune,American Malt Liquor,2.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044811,257,Steel Brewing Company,1287889109,2.5,2.5,2.5,prototypic,American Malt Liquor,3.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044812,257,Steel Brewing Company,1287806321,2.0,3.0,2.5,connery89,American Malt Liquor,3.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044813,257,Steel Brewing Company,1286744155,1.5,2.0,2.5,TheKingofWichita,American Malt Liquor,1.5,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044814,257,Steel Brewing Company,1286212912,3.0,3.0,3.0,sloopy,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044815,257,Steel Brewing Company,1286162017,2.0,1.0,2.0,ronniebruner,American Malt Liquor,1.0,2.0,Steel Reserve 211 (High Gravity),8.1,718
1044816,257,Steel Brewing Company,1285039677,1.0,2.0,2.0,dpnelson1978,American Malt Liquor,1.5,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044817,257,Steel Brewing Company,1284754175,4.0,3.0,2.5,Sleestak,American Malt Liquor,2.5,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044818,257,Steel Brewing Company,1284483257,4.0,2.5,3.0,southernmagnus,American Malt Liquor,4.0,3.5,Steel Reserve 211 (High Gravity),8.1,718
1044819,257,Steel Brewing Company,1284175855,4.5,3.0,3.5,samie85,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044820,257,Steel Brewing Company,1284169617,2.5,2.0,3.5,buschbeer,American Malt Liquor,3.0,3.0,Steel Reserve 211 (High Gravity),8.1,718
1044821,257,Steel Brewing Company,1283922398,2.0,2.5,3.0,FreshHawk,American Malt Liquor,2.5,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044822,257,Steel Brewing Company,1283296339,3.0,2.0,3.0,StoneBrewFanatic,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1044824,257,Steel Brewing Company,1282091747,3.5,2.0,3.5,AleWatcher,American Malt Liquor,3.5,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044825,257,Steel Brewing Company,1281658282,2.0,1.5,2.0,mikesgroove,American Malt Liquor,2.0,1.5,Steel Reserve 211 (High Gravity),8.1,718
1044826,257,Steel Brewing Company,1281566884,4.0,3.0,3.0,jnheinz,American Malt Liquor,4.0,4.0,Steel Reserve 211 (High Gravity),8.1,718
1044827,257,Steel Brewing Company,1281516871,3.0,2.0,3.0,uhhhaaron,American Malt Liquor,3.0,2.5,Steel Reserve 211 (High Gravity),8.1,718
1065275,787,South Shore Brewery,1261628687,3.0,3.0,3.0,Strix,American Malt Liquor,3.5,3.5,Street Corner 40,,54978
1065700,9513,Keweenaw Brewing Company,1154647569,3.5,3.0,3.0,CharlesDarwin,American Malt Liquor,3.0,3.5,Kraken Malt Liquor,7.0,32030
1065709,9513,Keweenaw Brewing Company,1233800164,3.0,3.5,3.5,association330,American Malt Liquor,3.5,3.5,Margi's Malt Liquor,,47741
1075857,892,Cold Spring Brewing Co.,1237912944,2.0,2.5,1.5,mothman,American Malt Liquor,1.5,2.5,Gluek Ice,4.58,31057
1075858,892,Cold Spring Brewing Co.,1229147698,3.0,2.0,2.0,Mistofminn,American Malt Liquor,2.0,3.0,Gluek Ice,4.58,31057
1075859,892,Cold Spring Brewing Co.,1214419206,1.0,2.0,4.0,Buebie,American Malt Liquor,1.0,2.0,Gluek Ice,4.58,31057
1075860,892,Cold Spring Brewing Co.,1208228943,1.0,1.0,1.0,wheelinshirt,American Malt Liquor,1.0,1.0,Gluek Ice,4.58,31057
1075861,892,Cold Spring Brewing Co.,1188280604,1.0,1.0,1.0,Overlord,American Malt Liquor,1.0,1.0,Gluek Ice,4.58,31057
1075862,892,Cold Spring Brewing Co.,1178749779,1.5,2.0,2.0,Rifrafboy,American Malt Liquor,2.0,2.0,Gluek Ice,4.58,31057
1075863,892,Cold Spring Brewing Co.,1175967613,1.0,1.5,2.0,happygnome,American Malt Liquor,1.5,1.5,Gluek Ice,4.58,31057
1075864,892,Cold Spring Brewing Co.,1166047779,2.0,2.0,3.0,bulldogsturge,American Malt Liquor,2.0,1.5,Gluek Ice,4.58,31057
1075865,892,Cold Spring Brewing Co.,1153783419,2.0,3.0,3.0,fizzy,American Malt Liquor,2.0,2.0,Gluek Ice,4.58,31057
1075866,892,Cold Spring Brewing Co.,1150071658,1.5,2.0,1.5,budgood1,American Malt Liquor,2.0,2.0,Gluek Ice,4.58,31057
1076340,314,"Yuksom Breweries, Ltd.",1229457091,2.5,2.0,3.0,magictrokini,American Malt Liquor,2.0,3.0,Yeti Special Export,7.0,9879
1076368,314,"Yuksom Breweries, Ltd.",1308282846,2.5,2.0,2.0,SundaySour,American Malt Liquor,3.0,3.0,Yeti Special Export,7.0,9879
1076369,314,"Yuksom Breweries, Ltd.",1308242323,2.0,3.0,2.5,Klym,American Malt Liquor,2.0,2.0,Yeti Special Export,7.0,9879
1076370,314,"Yuksom Breweries, Ltd.",1308095599,2.0,2.5,2.5,Cavery,American Malt Liquor,2.0,2.5,Yeti Special Export,7.0,9879
1076371,314,"Yuksom Breweries, Ltd.",1307050104,2.5,2.0,3.5,womencantsail,American Malt Liquor,3.5,2.0,Yeti Special Export,7.0,9879
1076372,314,"Yuksom Breweries, Ltd.",1303495834,2.5,3.0,3.0,notchucknorris,American Malt Liquor,3.0,2.5,Yeti Special Export,7.0,9879
